Date,Open,High,Low,Close,Adj Close,Volume
2020-04-30,163.89999389648438,166.0500030517578,162.75,163.4600067138672,163.2884063720703,3545700
2020-05-01,162.35000610351562,162.6300048828125,159.75,160.77000427246094,160.60122680664062,2125000
2020-05-04,161.1199951171875,161.22000122070312,159.10000610351562,161.1199951171875,160.9508514404297,1653600
2020-05-05,162.8800048828125,166.16000366210938,162.24000549316406,164.4499969482422,164.27735900878906,1501000
2020-05-06,164.57000732421875,167.0800018310547,163.74000549316406,163.97999572753906,163.80784606933594,2181500
2020-05-07,158.7100067138672,165.05999755859375,157.27999877929688,163.47999572753906,163.30836486816406,7374000
2020-05-08,164.05999755859375,164.75,161.10000610351562,161.42999267578125,161.26051330566406,9313500
2020-05-11,159.8000030517578,162.49000549316406,159.16000366210938,161.7100067138672,161.5402374267578,6314700
2020-05-12,162.32000732421875,163.89999389648438,160.27000427246094,160.27000427246094,160.10174560546875,3225800
2020-05-13,160.00999450683594,162.8800048828125,157.1199951171875,159.88999938964844,159.72213745117188,4117300
2020-05-14,158.11000061035156,161.8000030517578,157.60000610351562,161.66000366210938,161.49029541015625,2590200
2020-05-15,159.55999755859375,163.94000244140625,159.41000366210938,163.85000610351562,163.67799377441406,5586100
2020-05-18,165.2899932861328,166.8699951171875,161.94000244140625,162.24000549316406,162.06968688964844,3436100
2020-05-19,161.92999267578125,163.05999755859375,158.82000732421875,159.1199951171875,158.95294189453125,2513900
2020-05-20,160.7899932861328,161.1999969482422,158.8800048828125,158.99000549316406,158.82308959960938,2110200
2020-05-21,158.1699981689453,158.6199951171875,156.3300018310547,157.66000366210938,157.49449157714844,2278800
2020-05-22,157.75999450683594,158.67999267578125,156.52000427246094,158.25999450683594,158.09385681152344,1483300
2020-05-26,162.22000122070312,162.49000549316406,157.8300018310547,158.5800018310547,158.4135284423828,3097600
2020-05-27,157.39999389648438,160.77999877929688,155.61000061035156,160.77999877929688,160.6112060546875,3110700
2020-05-28,162.27999877929688,166.1699981689453,162.0,163.97000122070312,163.79786682128906,3088400
2020-05-29,164.9199981689453,167.05999755859375,163.13999938964844,166.61000061035156,166.43508911132812,5328900
2020-06-01,165.74000549316406,166.3300018310547,164.42999267578125,165.3800048828125,165.20639038085938,1512200
2020-06-02,165.72000122070312,166.9600067138672,164.30999755859375,166.9600067138672,166.78472900390625,2959300
2020-06-03,167.89999389648438,169.63999938964844,166.2100067138672,169.63999938964844,169.4619140625,4064600
2020-06-04,169.0,170.63999938964844,168.0399932861328,168.7899932861328,168.61279296875,2599700
2020-06-05,170.05999755859375,174.10000610351562,168.6199951171875,173.22999572753906,173.0481414794922,3034200
2020-06-08,171.49000549316406,173.22999572753906,170.97000122070312,171.50999450683594,171.32994079589844,2819000
2020-06-09,172.3699951171875,173.2100067138672,169.19000244140625,169.4499969482422,169.27210998535156,2379100
2020-06-10,170.22999572753906,174.52000427246094,170.22999572753906,172.69000244140625,172.5087127685547,2561200
2020-06-11,171.97000122070312,172.3699951171875,164.50999450683594,164.89999389648438,164.7268829345703,3296800
