Date,Open,High,Low,Close,Adj Close,Volume
2020-04-30,173.9499969482422,175.30999755859375,163.97000122070312,164.08999633789062,162.60089111328125,1241400
2020-05-01,158.3000030517578,158.88999938964844,147.7100067138672,150.27000427246094,148.90631103515625,2692500
2020-05-04,149.67999267578125,152.8699951171875,147.5399932861328,152.0,150.62060546875,1473200
2020-05-05,156.4600067138672,160.69000244140625,153.9600067138672,155.6300048828125,154.21766662597656,1868900
2020-05-06,163.41000366210938,169.1300048828125,158.4600067138672,163.80999755859375,162.32342529296875,2422700
2020-05-07,167.3699951171875,169.69000244140625,163.57000732421875,163.83999633789062,162.3531494140625,1682200
2020-05-08,166.8300018310547,172.38999938964844,165.67999267578125,171.5,169.94363403320312,1265400
2020-05-11,169.19000244140625,169.9499969482422,167.27999877929688,168.77999877929688,167.24832153320312,1145800
2020-05-12,170.22000122070312,171.19000244140625,165.41000366210938,165.57000732421875,164.0674591064453,965300
2020-05-13,165.3699951171875,168.61000061035156,160.66000366210938,164.07000732421875,162.58106994628906,1805100
2020-05-14,162.5500030517578,176.9600067138672,158.88999938964844,176.75,175.14599609375,2683500
2020-05-15,168.02999877929688,171.6199951171875,165.97999572753906,167.42999267578125,166.71229553222656,3709900
2020-05-18,171.80999755859375,173.47000122070312,168.77999877929688,172.30999755859375,171.57138061523438,1492100
2020-05-19,172.2100067138672,177.6300048828125,171.13999938964844,172.52000427246094,171.78048706054688,1074800
2020-05-20,175.5,180.2100067138672,174.97000122070312,177.9199981689453,177.15733337402344,1302600
2020-05-21,176.1300048828125,177.25,171.86000061035156,172.42999267578125,171.6908721923828,1001800
2020-05-22,173.77000427246094,173.97000122070312,170.39999389648438,173.0,172.25843811035156,666400
2020-05-26,176.91000366210938,180.3300018310547,174.69000244140625,176.63999938964844,175.88282775878906,1911100
2020-05-27,178.1199951171875,178.89999389648438,168.24000549316406,176.72999572753906,175.97244262695312,1659600
2020-05-28,177.66000366210938,180.22000122070312,173.39999389648438,174.61000061035156,173.8615264892578,1272000
2020-05-29,176.0,177.97000122070312,173.57000732421875,175.9600067138672,175.20574951171875,1792100
2020-06-01,175.0,178.39999389648438,173.4499969482422,175.9600067138672,175.20574951171875,1085400
