Date,Open,High,Low,Close,Adj Close,Volume
2020-04-30,147.00999450683594,147.83999633789062,144.39999389648438,145.2899932861328,145.0525665283203,612700
2020-05-01,143.22000122070312,149.97999572753906,142.10000610351562,147.02999877929688,146.78973388671875,928500
2020-05-04,145.99000549316406,148.07000732421875,144.47000122070312,148.07000732421875,147.8280487060547,598300
2020-05-05,148.32000732421875,154.27999877929688,148.32000732421875,153.63999938964844,153.38894653320312,801700
2020-05-06,154.27000427246094,154.5399932861328,150.9499969482422,152.2899932861328,152.0411376953125,817300
2020-05-07,153.82000732421875,154.8699951171875,149.0800018310547,149.7100067138672,149.46536254882812,1367300
2020-05-08,151.94000244140625,154.64999389648438,151.14999389648438,152.75999450683594,152.51036071777344,685400
2020-05-11,151.75999450683594,157.39999389648438,151.6199951171875,155.75,155.4954833984375,827700
2020-05-12,157.6999969482422,157.6999969482422,153.35000610351562,154.5399932861328,154.28746032714844,703800
2020-05-13,153.91000366210938,155.4499969482422,147.4499969482422,149.55999755859375,149.3155975341797,728000
2020-05-14,148.1999969482422,148.7100067138672,144.41000366210938,148.14999389648438,147.90789794921875,1353500
2020-05-15,148.8300018310547,150.47000122070312,147.9499969482422,149.0500030517578,148.80642700195312,952300
2020-05-18,153.25999450683594,155.4600067138672,151.85000610351562,154.4499969482422,154.19760131835938,911200
2020-05-19,154.9499969482422,157.0500030517578,153.25,153.33999633789062,153.08941650390625,662200
2020-05-20,155.02000427246094,158.47000122070312,154.16000366210938,155.50999450683594,155.25587463378906,696200
2020-05-21,154.49000549316406,157.3699951171875,153.66000366210938,155.91000366210938,155.6552276611328,480400
2020-05-22,156.32000732421875,159.89999389648438,155.1999969482422,158.7899932861328,158.53050231933594,625100
2020-05-26,163.25,164.91000366210938,161.57000732421875,164.1999969482422,163.9316864013672,1128200
2020-05-27,165.89999389648438,167.25,162.55999755859375,166.7899932861328,166.51744079589844,1007800
2020-05-28,166.17999267578125,169.07000732421875,164.61000061035156,165.77999877929688,165.50909423828125,810700
2020-05-29,167.16000366210938,171.77000427246094,165.6699981689453,171.08999633789062,170.8104248046875,1187000
2020-06-01,170.02000427246094,171.16000366210938,167.75999450683594,168.0,167.7254638671875,667000
2020-06-02,169.0,171.50999450683594,165.16000366210938,165.5800018310547,165.4571533203125,973700
2020-06-03,166.74000549316406,167.75999450683594,164.5800018310547,166.5,166.37648010253906,841700
