Date,Open,High,Low,Close,Adj Close,Volume
2020-05-04,12.850000381469727,12.9350004196167,12.404999732971191,12.569999694824219,11.23886775970459,3307976
2020-05-05,13.0649995803833,13.199999809265137,12.765000343322754,13.015000343322754,11.636743545532227,2330639
2020-05-06,13.050000190734863,13.4399995803833,12.875,13.069999694824219,11.685918807983398,1788940
2020-05-07,13.210000038146973,13.3100004196167,12.904999732971191,12.9399995803833,11.569684982299805,2254492
2020-05-08,13.15999984741211,13.515000343322754,12.989999771118164,13.425000190734863,12.003325462341309,1624936
2020-05-11,13.625,13.699999809265137,13.079999923706055,13.140000343322754,11.748506546020508,1704953
2020-05-12,13.055000305175781,13.135000228881836,12.805000305175781,12.8149995803833,11.45792293548584,2228358
2020-05-13,12.699999809265137,12.699999809265137,12.050000190734863,12.050000190734863,10.773934364318848,2473082
2020-05-14,12.0,12.010000228881836,11.039999961853027,11.420000076293945,10.210650444030762,4088269
2020-05-15,11.664999961853027,11.800000190734863,11.104999542236328,11.515000343322754,10.2955904006958,3797024
2020-05-18,11.859999656677246,12.305000305175781,11.734999656677246,12.270000457763672,10.970637321472168,3313142
2020-05-19,12.390000343322754,12.470000267028809,11.239999771118164,11.579999923706055,10.353706359863281,8942178
2020-05-20,11.569999694824219,11.649999618530273,10.734999656677246,11.614999771118164,10.385000228881836,5950917
2020-05-21,11.399999618530273,11.765000343322754,11.100000381469727,11.390000343322754,11.390000343322754,4860918
2020-05-22,11.21500015258789,11.875,11.09000015258789,11.524999618530273,11.524999618530273,4594074
2020-05-25,11.914999961853027,12.239999771118164,11.635000228881836,12.239999771118164,12.239999771118164,3800953
2020-05-26,12.595000267028809,13.029999732971191,12.520000457763672,12.944999694824219,12.944999694824219,8038569
2020-05-27,13.0,14.119999885559082,12.920000076293945,13.579999923706055,13.579999923706055,10248828
2020-05-28,14.0,14.1899995803833,13.305000305175781,13.430000305175781,13.430000305175781,6094580
2020-05-29,13.109999656677246,13.244999885559082,12.670000076293945,12.805000305175781,12.805000305175781,8804390
